   Workshop Name,Beschreibung,Studio Name,Location,Category,Date,URL_E,Time
Yoga Rad Einsteiger Online Workshop,"Du hast wenig bis gar keine Yoga Erfahrung oder kennst das Yoga Rad garnicht? Dann ist der Yoga Rad Einsteigerkurs genau das richtige. Ich zeige dir die Grundlagen und mit welchen Übungen du am besten startet. Du wirst Kräftigungsübungen kennenlernen und Dehnübungen für Rumpf und Beine. Format: Online Du brauchst: Ein Yoga Rad mind. Durchmesser 33cm, 2 Yoga Blöcke und eine Matte. Dauer: 90 Minuten Der Kurs wird Online über Zoom stattfinden. Eine Aufzeichnung wird ebenfalls aufgenommen und kann für 24h angeschaut werden. Der Link zur Aufzeichnung wird nach dem Kurs an die in Eversports hinterlegte E-Mail Adresse versendet.",Yoga and Pole Art by Selina,"Diese Aktivität wird im Online Stream übertragen. Um teilzunehmen, folge diesen Schritten:",Yoga Wheel,"Samstag, 13. Januar 2024",https://www.eversports.de/e/workshop/LiKFijM,18:00 - 19:30
Yoga Rad Online Workshop Schwerpunkt Balance,"Du möchtest dein Gleichgewichtssinn und deine Koordination verbessern? Dann wird dir der Yoga Rad Workshop mit dem Schwerpunkt Balance gefallen. Hier dreht sich alles um Hand und Fußbalancen auf und mit dem Rad. Wir werden Übungen zur Vorbereitung auf einen Hand-, Kopf und Unterarmstand machen und mehrere spaßige Fußbalancen auf dem Rad. Der Kurs ist für jedes Yogi Level geeignet. Es wird zu den meisten Übungen immer eine leichte, mittlere und schwerere Option geben. Format: Online Du brauchst: Ein Yoga Rad mind. Durchmesser 33cm, 2 Yoga Blöcke, eine Matte und Geduld ;) Dauer: 90 Minuten Der Kurs wird Online über Zoom stattfinden. Eine Aufzeichnung wird ebenfalls aufgenommen und kann für 24h angeschaut werden. Der Link zur Aufzeichnung wird nach dem Kurs an die in Eversports hinterlegte E-Mail Adresse versendet.",Yoga and Pole Art by Selina,"Diese Aktivität wird im Online Stream übertragen. Um teilzunehmen, folge diesen Schritten:",Yoga Wheel,"Mittwoch, 17. Januar 2024",https://www.eversports.de/e/workshop/sfMgovr,18:00 - 19:30
Competition Pole Tricks Intermediate & Advanced Level Online Workshop,"In diesem Workshop unterrichte ich 6-8 Pole Tricks die sich für eine Competition eignen und ggf. auch im sogenannten Code of Points der IPSF zu finden sind. Die International Pole Sports Federation (IPSF) ist eine gemeinnützige, weltweit tätige Organisation, die von der Global Association of International Sports Federations (GAISF) als Beobachtermitglied anerkannt wurde und als internationaler Dachverband für den Pole Sportes fungiert. Die IPSF ist der Dachverband der nationalen Pole Sport Verbände und richtet jährlich die Weltmeisterschaften im Pole Sport aus. Du solltest für den Workshop folgende Tricks sicher beherrschen: Für den Kurs benötigst du deine eigne Stange zu Hause, Grip und ein Handtuch. Der Workshop dauert 90 Minuten und wird aufgezeichnet. Beachte, dass der Workshop nur stattfindet wenn mehr als 2. Personen angemeldet sind. Dann wird der Workshop auch aufgezeichnet und du hast die Möglichkeit ihn nachzuholen. Die Aufzeichnung beliebt für 24h bestehen.",Yoga and Pole Art by Selina,"Diese Aktivität wird im Online Stream übertragen. Um teilzunehmen, folge diesen Schritten:",Poledance,"Sonntag, 21. Januar 2024",https://www.eversports.de/e/workshop/hfd6Wy5,18:00 - 19:30
Spinning Pole Combos Intermediate Online Workshop,"In diesem Workshop dreht sich alles um Spinning Pole Combos. Welche Tricks kann man sehr gut an der Spinning Pole machen? Drehe ich besser vorwärts oder rückwärts? Wo sind Schwungpunkte in einer Combo? All diese Fragen und noch mehr beantworte ich dir in diesem Workshop. Selbstverständlich anhand mehrerer kleiner Combos. Du solltest in folgenden Figuren sicher sein: Invert, Outside und Inside Leg hang sowie Butterfly und Flatline Scorpio. Format: Online Du brauchst: Selbstverständlich eine Pole ;) Dauer: 90 Minuten Der Kurs wird Online über Zoom stattfinden. Eine Aufzeichnung wird ebenfalls aufgenommen und kann für 24h angeschaut werden. Der Link zur Aufzeichnung wird nach dem Kurs an die in Eversports hinterlegte E-Mail Adresse versendet.",Yoga and Pole Art by Selina,"Diese Aktivität wird im Online Stream übertragen. Um teilzunehmen, folge diesen Schritten:",Poledance,"Sonntag, 11. Februar 2024",https://www.eversports.de/e/workshop/dhAWne_,11:00 - 12:30
Kopfstand Technik Online Workshop,"Der Kopfstand ist die erste Basis für viel weitere Umkehrhaltungen und ist zugleich mit einem komplexen Vorgang im Körper verbunden. Mehrere muskuläre Abläufe finden zur selben Zeit statt und sind gerade für Anfänger komplex. In dem Workshop möchte ich dir wichtige Techniken beibringen, wie du du deinen Kopfstand zukünftig trainieren und meistern kannst. Ich zeige dir die unterschiedlichen Kopfstand Techniken, die es bislang gibt, unterschiedliche Ein- und Ausgänge und natürlich spezielle Übungen, wie du die Bauch, Schulter und Rückenmuskulatur für den Kopfstand trainieren kannst. Der Workshop richtet sich an Einsteiger, die noch nie einen Kopfstand gemacht haben, aber auch an bereits erfahrene, die sich allerdings noch nicht sicher im Kopfstand fühlen. Du brauchst für den Workshop:  Dauer: 90 Minuten Der Kurs wird Online über Zoom stattfinden. Eine Aufzeichnung wird ebenfalls aufgenommen und kann für 24h angeschaut werden. Der Link zur Aufzeichnung wird nach dem Kurs an die in Eversports hinterlegte E-Mail Adresse versendet.",Yoga and Pole Art by Selina,"Diese Aktivität wird im Online Stream übertragen. Um teilzunehmen, folge diesen Schritten:",Vinyasa Yoga,"Samstag, 24. Februar 2024",https://www.eversports.de/e/workshop/p_eKWTW,18:00 - 19:30
Poledance Workshop Tricks & Combos mit Bine aus Dänemark,"Bine, die Poledance Queen aus Dänemark, kommt wieder zu uns.. In diesem Workshop gibt es coole Tricks und Combos für Fortgeschrittene an der Spinning Pole für dich. Der Workshop findet auf deutsch statt. 39,- € bitte vor Ort zahlen.",Seemannsbraut Poledance,"Ochsenweg 27-29, 24941 Flensburg",Poledance,"Donnerstag, 28. Dezember 2023",https://www.eversports.de/e/workshop/_9iE_64,15:30 - 17:00
Lea Roth - Favorite Tricks & Combos,Favorite Tricks and Combos : 90 min Hier zeige ich euch einige meiner Lieblingstricks und Kombinationen sowohl an der Static als auch an der Spinning Pole. Keine Angst es sind nicht nur die schwierigsten Tricks oder Kombis die toll aussehen :-) Ich werde das Level an euch anpassen oder auch auf Wünsche eingehen:-),Seemannsbraut Poledance,"Ochsenweg 27-29, 24941 Flensburg",Poledance,"Samstag, 17. Februar 2024",https://www.eversports.de/e/workshop/mQPzgO-,18:00 - 19:30
Pole Akrobatik Workshop,"In diesem Workshop geht es vor allem um akrobatische und dynamische Elemente an und vor der Pole. Wir werden mit dem Gleichgewicht bei unterschiedlichen Balancetricks spielen, von Elbowlever über Unterarmstände und Handstände, dynamische Übergänge üben und uns an erste Flips herantasten. Der Kurs ist für alle Level geeignet, erste Inverterfahrungen wären  von Vorteil sind aber kein Muss.",Glow Sports Club,"Industriepark 201, 78244 Gottmadingen",Aerial Akrobatik,"Mittwoch, 27. Dezember 2023",https://www.eversports.de/e/workshop/cUAsf8y,17:00 - 18:30
Twerk Workshop,"Bei diesem Workshop lernst du mit viel Power die Techniken des Twerking und die verschiedenen Twerk Moves . Shake your Booty! Beim Twerking steht der Po im Mittelpunkt . In unserem Twerking Workshop lernst du die Grundlagen, sowie verschiedene Techniken und Combis des Twerkings kennen. Am Ende setzten wir die erlernten Moves zu einer kleinen Choreo zusammen. Du brauchst eine lockere Hose egal ob lang oder kurz. (Keine Leggings) Let the Booty bounce! Es sind keine Vorkenntnisse nötig. Bitte Turnschuhe und Knieschoner einpacken.",Glow Sports Club,"Industriepark 201, 78244 Gottmadingen",Twerken,"Mittwoch, 27. Dezember 2023",https://www.eversports.de/e/workshop/M30W71E,18:45 - 20:15
Heels & Floor Choreo Workshop,"Im diesem Workshop geht es um die Kombination von Musikalität, Ausdruck und die Zusammensetzung verschiedener Spins und fließenden sexy Bewegungen am Boden (Floorwork). Erlerne Schulterrollen, Drehungen am Boden und genieße das Gefühl mit deiner Umgebung zu verschmelzen. Lass deine sinnliche, sexy Seite den Durchbruch finden. Fühle dich rundum wohl und lass die Musik durch deinen Körper fließen. Für jedes Level geeignet. Kein Haut /Stangen Kontakt erforderlich, bequeme sexy Kleidung in der du dich wohl fühlst und dich bewegen kannst. Heels sind willkommen / Socken aber auch",Glow Sports Club,"Industriepark 201, 78244 Gottmadingen",Tanzen,"Freitag, 29. Dezember 2023",https://www.eversports.de/e/workshop/wubqc-C,18:30 - 20:00
Lap Dance Workshop,"Du wolltest Dich schon immer mal wie eine sexy Diva fühlen und dich neu entdecken? Dann lass dich auf ein Abenteuer der besonderen Art ein ! Der Lap Dance, auch Schoßtanz genannt, ist ein besonders verführerischer Tanz, der einzelne Tanztechniken des Exotic Dance miteinander verbindet und den Partner oder Partnerin mit in die Performance integriert.Lass Dich auf ein Erlebnis der besonderen Art ein. Nicht nur während des Kurses wirst Du viel Spaß haben, sondern diesen auch mit nach Hause nehmen ;-) Es erwarten Euch 90 Minuten, mit heißen Bewegungen, viel Spaß und Humor, die Euch ein besseres Körpergefühl geben werden. Denn auch der Lap Dance ist ein Workout für Euren Körper. Es gibt keinen Dresscode – Du kannst entweder in bequemer Kleidung oder verführerischem Outfit (in dem du dich gut bewegen kannst) kommen. Es kann Barfuß oder in High Heels getanzt werden. In diesen Workshops ist Sekt inklusive! Als betanzendes Objekt der Begierde kannst du deine beste Freundin oder Feund mit bringen. Ansonsten teilen wir euch untereinander zu ,so dass ihr euch Abwechseln könnt und jeder mal in die Rolle des anderen schlüpfen kann.",Glow Sports Club,"Industriepark 201, 78244 Gottmadingen",Tanzen,"Freitag, 29. Dezember 2023",https://www.eversports.de/e/workshop/31_KlmJ,20:15 - 21:45
Pole Flow Choreo Workshop,"In diesem Workshop wirst du sinnlich um und an der Stange tanzen. Wir erlernen eine tolle Choreografie, welche aus flüssigen Bewegungen und Übergängen zwischen den Posen besteht. Hier sind alle Level willkommen. Bitte Knieschoner einpachen. Wir tanzen in Barfuss oder in Socken.",Glow Sports Club,"Industriepark 201, 78244 Gottmadingen",Tanzen,"Samstag, 30. Dezember 2023",https://www.eversports.de/e/workshop/Ez2MjvT,10:00 - 11:30
Split Stretch Workshop,"Split Special - in diesem 90 Minuten Workshop zeigen wir dir verschiedene Techniken wie du deinem Ziel, dem Spagat näher kommst. Alle Übungen sind so konzipiert, dass du sie danach auch zu Hause alleine anwenden kannst. Beide Split Variationen werden hier zur Anwendung kommen. Stretch with me!",Glow Sports Club,"Industriepark 201, 78244 Gottmadingen",Stretching,"Donnerstag, 4. Januar 2024",https://www.eversports.de/e/workshop/iCVLDew,17:30 - 19:00
Aerial Tuch Choreo Workshop,"Flying into the new year ! Starte mit einem Hochgefühl ins neue Jahr und lerne in diesem 90min Workshop deine erste kleine Choreo im Tuch und genieße das Gefühl der Schwerelosigkeit und Akrobatik. Geeignet ab Tuch Level 1 und Pole Level 2 - kann nach je nach Level angepasst werden. Kleidung: Leggings ,T-Shirt und Socken.",Glow Sports Club,"Industriepark 201, 78244 Gottmadingen",Aerial Silk,"Freitag, 5. Januar 2024",https://www.eversports.de/e/workshop/x4fkntp,16:30 - 18:00
Seamless Flow Magic,"Seamless Flow Magic mit Laura Lou In diesem 90min Workshop erlernen wir eine ""flowy"" Choreo zu magischer Musik. Hier sitzt der Schwerpunkt auf den nahtlosen Übergängen und dem Ziel, dass alle Bewegungen ineinander fliessen. Voraussetzung: Dieser Kurs ist für alle Pole-Level geeignet. Dinge, die du für diesen Kurs brauchst: Plateau High Heels und Knieschoner",Glow Sports Club,"Industriepark 201, 78244 Gottmadingen",Tanzen,"Samstag, 20. Januar 2024",https://www.eversports.de/e/workshop/jYJdZP9,11:00 - 12:30
Christmas Stretching,"Entspannt in die Feiertage mit unserem Christmas Stretching! Tauche ein in die besinnliche Jahreszeit mit unserer Christmas Stretching Session – einem zauberhaften Mix aus Entspannung und körperlicher Aktivität. Auch in diesem Jahr laden wir dich ein, dich selbst zu beschenken und deinem Körper die Aufmerksamkeit zu schenken, die er verdient. Für alle unsere aktiven Mitglieder ist dies kostenlos.",Pole for Soul GbR,"Diese Aktivität wird im Online Stream übertragen. Um teilzunehmen, folge diesen Schritten:",Stretching,"Sonntag, 24. Dezember 2023",https://www.eversports.de/e/workshop/ebiLONA,10:00 - 10:45
Schnupperstunde Poledance,"Trau dich und beginne jetzt! Damit du uns und den außergewöhnlichen Sport kennen lernen kannst, bieten wir in regelmäßigen Abständen Schnupperstunden für Poledance an. Hierbei lernst du die ersten Schritte an der Pole und kannst dich langsam an diesen Sport rantasten. Die Figuren verbinden wir dann in einer schönen Einstiegschoreo. Jeder kann an der Schnupperstunde teilnehmen. Du benötigst keine Vorkenntnisse oder irgendeine sportliche Grundlage. Hauptsache du möchtest etwas für dich tun und neue Dinge ausprobieren. Nach der Stunde haben wir genug Zeit, um über deine Wünsche und Fragen zu sprechen und den passenden Kurs für dich zu finden",Pole for Soul GbR,Gesamtticket,Poledance,"Sonntag, 21. Januar 2024",https://www.eversports.de/e/workshop/9PpMPD9,13:30 - 14:30
Schnupperstunde Poledance,"Trau dich und beginne jetzt! Damit du uns und den außergewöhnlichen Sport kennen lernen kannst, bieten wir in regelmäßigen Abständen Schnupperstunden für Poledance an. Hierbei lernst du die ersten Schritte an der Pole und kannst dich langsam an diesen Sport rantasten. Die Figuren verbinden wir dann in einer schönen Einstiegschoreo. Jeder kann an der Schnupperstunde teilnehmen. Du benötigst keine Vorkenntnisse oder irgendeine sportliche Grundlage. Hauptsache du möchtest etwas für dich tun und neue Dinge ausprobieren. Nach der Stunde haben wir genug Zeit, um über deine Wünsche und Fragen zu sprechen und den passenden Kurs für dich zu finden",Pole for Soul GbR,15:00 - 16:00,Poledance,"Sonntag, 21. Januar 2024",https://www.eversports.de/e/workshop/3w4_CrH,15:00 - 16:00
Find your Elegance,"Erfahre, wie du im Poledance die Kunst schöner Hände und Füße meisterst und wie du elegant an der Spinning Pole kletterst.",Pura Studio,13:15 - 14:15,Poledance,"Sonntag, 7. Januar 2024",https://www.eversports.de/e/workshop/L_nzJGb,13:15 - 14:15
Floorflow,"Swoosh, slide and role - in diesem Workshop bleiben wir mal komplett am Boden und beschäftigen uns mit Leg Swings, durch den Raum Sliden, Schulterständen und Schulterrollen. Die Stange spielt eine kleine Gastrolle. Der Workshop richtet sich an Fortgeschrittene. Für alle, die in dem Bereich schon etwas sicherer sind, hat Anna noch knackige advanced Versionen. Let's flowBitte Knieschoner, Socken und ein Shirt mit Ärmeln mitbringen.",Pura Studio,Workshop Ticket,Poledance,"Samstag, 13. Januar 2024",https://www.eversports.de/e/workshop/5xrJPFv,15:30 - 16:30
Pole Double,"Entdecke gemeinsam mit uns einfache Tricks zu zweit an der Pole. Bei ungerader Teilnehmerzahl sind Maike oder Tanja bereit, als dein Double-Partner einzuspringen.",Pura Studio,Workshop Ticket,Poledance,"Sonntag, 14. Januar 2024",https://www.eversports.de/e/workshop/iwj42Z9,13:15 - 14:15
Needlescale/King Pigeon Stretching,"Du möchtest deine Beine, Rücken und deine Schulter stretchen? In diesem Workshop werden wir 90 Minuten intensiv unseren Körper dehnen und zum Schluss zeige ich euch wie ihr in den Needlescale und in die King Pigeon Pose kommen könnt. Es sind zwei sehr Anspruchsvolle Posen die sehr viel Geduld brauchen, und nicht gleich bei jeden funktionieren. Mit meinen Übungen und Geduld wirst du dieses Ziel schaffen.",Pura Studio,Einzelticket,Stretching,"Samstag, 20. Januar 2024",https://www.eversports.de/e/workshop/ee9Lg--,15:30 - 17:00
Julias Static Transitions,"""Julias Static Transitions"" ist ein Workshop, der sich ideal für Fortgeschrittene ab Level 3 eignet. Hier lernst du, verschiedene Tricks an der Static Pole nahtlos zu kombinieren. Voraussetzung dafür ist eine sichere Beherrschung von Inside/Outside Leghang und Crucifix. Perfekt, um deine Pole-Dance-Fähigkeiten auf das nächste Level zu bringen!",Pura Studio,Workshop Ticket,Poledance,"Sonntag, 28. Januar 2024",https://www.eversports.de/e/workshop/4v8G7Xw,13:15 - 14:15
Life is better upside down /Handstand,Entdecke die Welt des Handstands! Unser Workshop bietet Übungen und Variationen für Handstände an Wand und Pole. Für alle Levels geeignet.,Pura Studio,13:15 - 14:15,Poledance,"Sonntag, 4. Februar 2024",https://www.eversports.de/e/workshop/Gc0_BuG,13:15 - 14:15
