   Workshop Name,Beschreibung,Studio Name,Location,Category,Date,URL_E,Time
Handstands on Pole Workshop,"Wir stellen die Welt auf den Kopf! Handstand & Pole - beides zusammen ermöglicht ganz neue Tricks und Figuren im und aus dem Handstand. Anna zeigt euch einige davon und wie ihr die Kombination Handstand & Pole perfekt nutzen könnt. Ihr braucht keinerlei Pole Erfahrung, solltet aber schon mal einen Handstand an der Wand oder Pole gemacht haben. Lust bekommen? Dann mach mit! Preis 35€ pro Person 30€ für Mitglieder mit Abo",poda Studio,"10-12 Martinstraße Innenhof, 52062 Aachen",Poledance,"Samstag, 20. Januar 2024",https://www.eversports.de/e/workshop/mmIS0hG,10:00 - 11:30
How to invert Workshop,"WE GO UPSIDE DOWN! Du möchtest endlich lernen an der Pole kopfüber zu gehen? Hier lernst du Tipps und die richtige Technik fürs saubere Invert! Wenn du schön in den Cruzifix und Outside Leghangs kommen möchtest, ist das dein Workshop! Dieser Workshop ist auch für Tänzer und Turner geeignet, die mal was Neues ausprobieren möchten! Was du mitbringen solltest: - eine kurze Hose - ein Oberteil/Top - Socken und was zu Trinken - ein Handtuch Preis 35€ pro Person 30€ für Poda Mitglieder Meld dich an!",poda Studio,"10-12 Martinstraße Innenhof, 52062 Aachen",Poledance,"Samstag, 20. Januar 2024",https://www.eversports.de/e/workshop/5id4nVo,12:00 - 13:30
Rock Hard Style High Heels Pole Workshop,"Rock it! Nicht nur an der Pole sondern vor allem musikalisch. Wer Lust auf eine neue High Heels Exotic Choreo im Rock-Metal Stil hat und an der Pole headbangen möchte ist herzlich willkommen.  Hardstyle Elemente, kleine Drops, Floorwork & Headrolls sind hier angesagt. Voraussetzungen: du hast bereits Erfahrung an der Pole auf Heels Preis 35€ pro Person 30€ für Poda Mitglieder mit Abo Meld dich an!",poda Studio,"10-12 Martinstraße Innenhof, 52062 Aachen",Poledance,"Sonntag, 4. Februar 2024",https://www.eversports.de/e/workshop/LAHNDF-,20:00 - 21:30
Hip Hop Pole Choreo Workshop,"In diesem Workshop werden Hip Hop Dance Moves und Pole Elemente kombiniert und zu einer Choreografie verbunden. Macht euch auf was gefasst - es wird musikalisch und verrückt, wobei der Spaß an der Choreo im Vordergrund steht! Lerne eine neue Choreografie mit coolen Pole Tricks, Hip Hop Tanzelementen & Technique.   Dieser Workshop ist sowohl für Pole Anfänger als auch für Fortgeschrittene geeignet. Kleidung: saubere Sneakers/Socken, (lange) Hose Preis 35€ pro Person 30€ für Poda Mitglieder mur Abo Meld dich an!",poda Studio,"10-12 Martinstraße Innenhof, 52062 Aachen",Poledance,"Samstag, 16. März 2024",https://www.eversports.de/e/workshop/2f93D4_,12:45 - 14:15
Basics in heels Workshop,"Back to the roots! Du möchtest deine Basic skills auf Heels auffrischen oder neu erlernen?Dann bist du hier richtig. Du erlernst Polewalks, Pirouetten, Body- und Legwaves - kombiniert in einem kleinen Flow. Mitzubringen: Am Trainingstag bitte NICHT eincremen.",A heart for poledance,"Ticket für Sa. 20.01.2024, 14:00 - 15:30",Poledance,"Samstag, 20. Januar 2024",https://www.eversports.de/e/workshop/6IaiUtv,14:00 - 15:30
Drop it like it's hot heels workshop,"Drop it like it's hot heels Workshop! Erlerne verschiedene Kips, Drops und dynamische Slides auf Heels - kombiniert in einem Flow. Mitzubringen: Am Trainingstag bitte NICHT eincremen!",A heart for poledance,"Ticket für Sa. 20.01.2024, 16:00 - 17:30",Poledance,"Samstag, 20. Januar 2024",https://www.eversports.de/e/workshop/2Yl3NaK,16:00 - 17:30
Workshop Polehandstands Open Level,Erlerne viele verschiedene Handstände und Handstandvarianten an der Pole. Der Kurs ist für alle Levels geeignet und wird individuell an die Teilnehmer angepasst. Mitzubringen:  Am Trainingstag bitte NICHT eincremen.,A heart for poledance,"Ticket für So. 28.01.2024, 12:00 - 13:30",Poledance,"Sonntag, 28. Januar 2024",https://www.eversports.de/e/workshop/AleLN6N,12:00 - 13:30
Workshop Double-Acroyoga Open Level,,A heart for poledance,12:00 - 13:30,Poledance,"Sonntag, 25. Februar 2024",https://www.eversports.de/e/workshop/5VJvMXI,12:00 - 13:30
Twerk Workshop,,A heart for poledance,16:00 - 17:30,Poledance,"Sonntag, 28. April 2024",https://www.eversports.de/e/workshop/jQOaOC3,16:00 - 17:30
Strip Workshop,Lerne in einer Choreografie dich sinnlich zu entblättern.,A heart for poledance,18:00 - 19:30,Poledance,"Sonntag, 28. April 2024",https://www.eversports.de/e/workshop/H4Qz_fT,18:00 - 19:30
Einsteiger-Workshop,"Nach einem gemütlichen Kennenlernen beginnen wir mit dem Warm-up, gefolgt von einem kleinen Kraft- und Technikteil. Im Anschluss lernst du anhand einer Choreographie deine ersten tänzerischen Grundelemente. Das Ergebnis wird sich garantiert sehen lassen! Nach einem Cool-down hast du die Möglichkeit, dich über unsere Kurse zu informieren und alle Fragen beantwortet zu bekommen, die dir unter den Nägeln brennen :-)",Star Poledance,Einsteiger-Workshop,Poledance,"Samstag, 6. Januar 2024",https://www.eversports.de/e/workshop/_HHQiHl,18:00 - 20:00
Einsteiger-Workshop,"Nach einem gemütlichen Kennenlernen beginnen wir mit dem Warm-up, gefolgt von einem kleinen Kraft- und Technikteil. Im Anschluss lernst du anhand einer Choreographie deine ersten tänzerischen Grundelemente. Das Ergebnis wird sich garantiert sehen lassen! Nach einem Cool-down hast du die Möglichkeit, dich über unsere Kurse zu informieren und alle Fragen beantwortet zu bekommen, die dir unter den Nägeln brennen :-)",Star Poledance,Einsteiger-Workshop,Poledance,"Samstag, 13. Januar 2024",https://www.eversports.de/e/workshop/MPPP68A,12:00 - 14:00
Einsteiger-Workshop,"Nach einem gemütlichen Kennenlernen beginnen wir mit dem Warm-up, gefolgt von einem kleinen Kraft- und Technikteil. Im Anschluss lernst du anhand einer Choreographie deine ersten tänzerischen Grundelemente. Das Ergebnis wird sich garantiert sehen lassen! Nach einem Cool-down hast du die Möglichkeit, dich über unsere Kurse zu informieren und alle Fragen beantwortet zu bekommen, die dir unter den Nägeln brennen :-)",Star Poledance,Einsteiger-Workshop,Poledance,"Sonntag, 21. Januar 2024",https://www.eversports.de/e/workshop/Z8xiHKr,10:30 - 12:30
Heels Choreo (Intermediate) mit Lea,"Pole Dance Star „Lea“ kommt für zwei Workshops nach Lippstadt! Kombiniere Pole Dance und Heels, um eine atemberaubende Choreo zu schaffen, bei denen der Fokus auf sinnlichen Bewegungen, Eleganz und Selbstbewusstsein liegt. Obwohl Heels vorn Vorteil sind, sind sie kein Muss. Ein paar Knieschoner ist jedoch sehr empfehlenswert. Dieser Workshop ist ideal für Pole Dance im Intermediate Level gedacht. ",Pole-Formance,12:00 - 13:30,Poledance,"Sonntag, 21. Januar 2024",https://www.eversports.de/e/workshop/Orqklfc,12:00 - 13:30
Spinning Combos mit Lea,"Pole Dance Star Lea kommt zu uns nach Lippstadt. Lerne von der Spinning Queen, coole Combos an der drehenden Stange. Sie bereit für eine Drehung, die dein Pole Dance auf ein neues Level bringt. Für diesen Workshop benötigst du bereits ein paar Pole Dance Fähigkeiten, einschließich gute Leg-Hangs und den Brass Monkey.",Pole-Formance,14:00 - 15:30,Poledance,"Sonntag, 21. Januar 2024",https://www.eversports.de/e/workshop/us5YyME,14:00 - 15:30
Heels Choreo (Beginner) mit Lea,"Pole Dance Star „Lea“ kommt für zwei Workshops nach Lippstadt! Kombiniere Pole Dance und Heels, um eine atemberaubende Choreo zu schaffen, bei denen der Fokus auf sinnlichen Bewegungen, Eleganz und Selbstbewusstsein liegt. Obwohl Heels vorn Vorteil sind, sind sie kein Muss. Ein paar Knieschoner ist jedoch sehr empfehlenswert. Dieser Workshop ist ideal für Pole Dance Beginner mit guten Grundkenntnissen geeignet.",Pole-Formance,16:00 - 17:30,Poledance,"Sonntag, 21. Januar 2024",https://www.eversports.de/e/workshop/2O7oiCT,16:00 - 17:30
Step Dance Choreographie,"In diesem Kurs kombinieren wir klassische Step Aerobic Bewegungen mit modernen Tanzstilen (Hip Hop, Ladystyle, House uvm.) Diese werden zu einer einfachen und dennoch mitreißenden Choreographie zusammengeführt. Dieses Workout macht Spaß und ist ein echter Allrounder. Es verbrennt Kalorien, stärkt das Herz-Kreislauf-System und fördert Haltung, Balance und Koordination – ein tolles Training für den gesamten Körper!Lass es dir nicht entgehen und sei dabei. Du benötigst keinerlei Vorerfahrungen oder besondere Fähigkeiten. Lediglich saubere Turnschuhe und etwas erfrischendes zum trinken, ggf. noch ein kleines Handtuch solltest du dabei haben.",PoleathletiX,"Industriestr 10, 22927 Celle",Bodyfit,"Samstag, 6. Januar 2024",https://www.eversports.de/e/workshop/uIvRdHh,11:00 - 12:00
Jumping Fitness,"Jumping Fitness ist ein hochintensives Training auf dem Trampolin. Es kombiniert Ausdauertraining mit Kraftübungen und bietet eine unterhaltsame und effektive Möglichkeit, die Gesamtfitness zu verbessern. Komm vorbei und erlebe diese Sportart mit sehr hohem Spaßgarant. Für das Training solltest du etwas zum trinken-, ein Handtuch und saubere Turnschuhe dabei haben.",PoleathletiX,"Industriestr 10, 22927 Celle",Bodyfit,"Montag, 8. Januar 2024",https://www.eversports.de/e/workshop/piuFbQ5,18:00 - 19:00
Polefitness Kids,"Du bist neugierig und möchtest Polefitness einmal ganz unverbindlich ausprobieren,kennenlernen?! Dann bist du in diesem Kurs genau richtig. Melde dich an und erlerne die ersten Basics an der Pole. In angenehmer Atmosphäre kannst du dich von diesem Sport begeistern lassen. Du benötigst keine Vorerfahrungen oder besondere Fähigkeiten. Hier fangen alle bei Null an. Sei dabei !",PoleathletiX,17:00 - 18:00,Poledance,"Beginnt am Mittwoch, 10. Januar 2024",https://www.eversports.de/e/workshop/bFfG7kg,"Industriestr 10, 22927 Celle"
Pilates - die sanfte Kraft,"Das Krankenkassen zertifizierte Konzept „Pilates- Die sanfte Kraft“ beinhaltet 10 Einheiten á 60 Minuten. Diese beginnen Donnerstag den 11.01.24 und enden am Donnerstag den 14.03.24.  In diesem Kurs steht deine persönliche Rückengesundheit im Vordergrund.  Gleichzeitig steigert das sanfte Training durch ruhige Übungen unter Einbeziehung der bewussten Atmung deine Entspannungsfähigkeit und somit deine psychischen Ressourcen. Die Kosten des Kurses betragen 120€ und werden von deiner Krankenkasse bis zu 100% bezuschusst.  Informiere dich doch ruhig vorab bei deiner Krankenkasse wie hoch deren Bezuschussung für diesen Kurs ausfällt, damit du deine eigenen anfallenden Kosten direkt kalkulieren kannst. Natürlich kannst du diesen Kurs aber auch ganz unabhängig von deiner Krankenkasse buchen. Benötigte Kleidung: Achte auf bequeme, bewegliche Sportkleidung. Eine Jacke oder Decke empfiehlt sich für die Schlussentspannung dabei zu haben.  Bitte bringe zu deinem Training immer etwas zu Trinken mit und achte darauf weder mit leerem, noch mit vollem Magen zu trainieren. Im Notfall kann ein Müsliriegel oder eine Banane schon Wunder wirken ;) Sei dabei und melde dich direkt an. Es ist eine Investition in dich und deine Gesundheit. 🫶🏼l",PoleathletiX,"Ticket für Do. 18.01.2024, 17:15 - 18:15",Pilates,"Beginnt am Donnerstag, 11. Januar 2024",https://www.eversports.de/e/workshop/fWcLCKr,"Industriestr 10, 22927 Celle"
Polefitness Schnuppertraining,"Du bist neugierig und möchtest Polefitness einmal ganz unverbindlich ausprobieren,kennenlernen?! Dann bist du in diesem Kurs genau richtig. Melde dich an und erlerne die ersten Basics an der Pole. In angenehmer Atmosphäre kannst du dich von diesem Sport begeistern lassen. Du benötigst keine Vorerfahrungen oder besondere Fähigkeiten. Hier fangen alle bei Null an. Sei dabei ! Das solltest du beim Training dabei haben:-etwas zum trinken-ein kleines Handtuch-lange, elastische Sportkleidung, Kuschelsocken -kurze Kleidung für den nötigen Grip an der Pole",PoleathletiX,"Ticket für Fr. 26.01.2024, 19:15 - 20:15",Poledance,"Beginnt am Freitag, 12. Januar 2024",https://www.eversports.de/e/workshop/Tb_3jSS,"Industriestr 10, 22927 Celle"
Jumping Fitness,"Jumping Fitness ist ein hochintensives Training auf dem Trampolin. Es kombiniert Ausdauertraining mit Kraftübungen und bietet eine unterhaltsame und effektive Möglichkeit, die Gesamtfitness zu verbessern. Komm vorbei und erlebe diese Sportart mit sehr hohem Spaßgarant. Für das Training solltest du etwas zum trinken-, ein Handtuch und saubere Turnschuhe dabei haben.",PoleathletiX,"Industriestr 10, 22927 Celle",Bodyfit,"Montag, 15. Januar 2024",https://www.eversports.de/e/workshop/kC_8RI-,18:00 - 19:00
Twerk it,In unserem Workshop 'Twerk it' lernst du Twerking Basic Moves zusammengesetzt zu einer einfachen Choreographie. Spaß an rhythmischen Bewegungen stehen hier im Vordergrund. bitte zum Workshop mitbringen: • ein sauberes Paar Turnschuhe  • etwas zum trinken • idealerweise auch Knieschoner,PoleathletiX,"Industriestr 10, 22927 Celle",Bodyfit,"Samstag, 20. Januar 2024",https://www.eversports.de/e/workshop/REAi0sj,12:00 - 13:00
MamiFit-YoungMamaFit,"Dieser Kurs richtet sich an frisch gebackene Mütter ab 10 Woche nach Entbindung bis 12 Monate nach Entbindung unter dem Motto ""Mehr Kraft und Fitness für Mütter, dank funktionellem Ganzkörpertraining."" YoungMamaFit ist ein Krankenkassen zertifiziertes Kurskonzept und wird finanziell bis zu 100% von deiner Krankenkasse übernommen.Inhalte des Kurses sind Muskelkräftigung, Entspannung, Steigerung der Ausdauer, Mobilisation und Dehnfähigkeit.In 10 Trainingseinheiten werden dir diese Bereiche zu einem besseren Wohlbefinden verhelfen können. Ebenso steht die Stabilisation und das Training der Bauchmuskulatur und des Beckenbodens im Fokus.Der Kurs ist perfekt als Ergänzung zu einem Rückbildungskurs. Du kannst ihn parallel absolvieren, oder im Anschluss eines Rückbildungskurses. Dein Baby ist bei diesem Training herzlichst Willkommen. Bitte bringe zum Training etwas zum trinken mit, wärmende, elastische Kleidung, mit der Möglichkeit zum ablegen einiger Kleidungsstücke (Zwiebellook). Wir trainieren ohne Schuhe. Entweder Barfuß, oder gern auch mit ABS-Socken. Solltest du noch ungeklärte Fragen auf dem Herzen haben, so schreibe gern eine Nachricht. (Whatsapp, Instagram, E-Mail) ",PoleathletiX,"Ticket für Do. 15.02.2024, 10:15 - 11:15",Bodyfit,"Beginnt am Donnerstag, 8. Februar 2024",https://www.eversports.de/e/workshop/csrqGyT,"Industriestr 10, 22927 Celle"
Urban Retreat: Winter Magie & Innere Einkehr,"Urban Retreat: Winter Magie & Innere Einkehr mit Martina Dieses halbtägige Retreat ist eine Einladung zur Entschleunigung und möchte den Übergang in das neue Jahr begleiten. Wir schaffen gemeinsam einen Raum zum Reflektieren, Loslassen und Neuausrichten. Elemente aus Yoga, Journaling und Crafting laden dich zu einer liebevollen Begegnung mit dir selbst ein. Ablauf: Start: 14 Uhr Ende: ca. 19 Uhr Welche Intention hat das Winter Magie & Innere Einkehr Retreat? Preis: 75 € inkl. Tee, Snacks und Kreativmaterialien für dein persönlich gestaltetes Tagebuch/ Notizbuch/ Skizzenbuch Viel Freude beim Reflektieren des Vergangenen, beim Loslassen von allem, was du nicht mehr brauchst, und beim Wünschen deiner wunderbaren Zukunft!",YOGA at Lobe Block,"Böttgerstraße 16, 13357 Berlin",Events,"Freitag, 29. Dezember 2023",https://www.eversports.de/e/workshop/b-LAHMn,14:00 - 19:00
NEW YEAR Yoga & Gong Workshop with White Sound,"NEW YEAR Yoga und Gong Workshop Ein kraftvoller Start ins neue Jahr, um dem Druck der Zeit gelassen begegnen zu können. Lass uns das neue Jahr mit frischer Energie begrüßen, um souverän mit den Anforderungen des Alltags umzugehen. Gemeinsam bringen wir dein System auf Trab und sorgen für Balance in deinem Nervensystem. Freue dich auf eine befreiende und zentrierende Erfahrung. In diesem Workshop: Im Shavasana-Teil: White Sound-Erfahrung: Gemeinsam auf dem Weg: ""Time to let the Magic happen""",YOGA at Lobe Block,"Böttgerstraße 16, 13357 Berlin",Gong Bath,"Montag, 1. Januar 2024",https://www.eversports.de/e/workshop/0nDlAHx,16:00 - 18:00
Radiant Rest with Yin Yoga & Gong Sound Bath,"Radiant rest with Yin Yoga & Gong Sound Bath hosted by Martina & Frida Frida and Martina are happy to extend a warm invitation to you to rest and reset. Martina’s yin yoga for inner stillness guides you into the regenerative qualities of the winter season. Access deep and potent energy within yourself as we focus on the kidney and bladder meridians to release stagnant energies and connect with the regenerative energies from deep within Earth. Frida’s gentle gong and meditative instrument sounds will accompany your practice and lead you into a radiant rest to start blissful into your new year. Event Details: Sunday, 07.01.2024 - Time: 13:30 - 15:30 How to prepare: Please come dressed in comfortable clothing suitable for yoga and meditation. We encourage you to bring your yoga mat, cushion, and an open heart to embrace the healing journey. Feel free to invite any like-minded friends who would also benefit from this transformative experience.",YOGA at Lobe Block,"Böttgerstraße 16, 13357 Berlin",Events,"Sonntag, 7. Januar 2024",https://www.eversports.de/e/workshop/BjFWuvA,13:30 - 15:30
